run_id,dataset,method,noise,seed,found_eq,r2,time_s,status
bacon7_T-4_N0.01_S43,T-4,bacon7,0.01,43,0.05773*n + T/(P*V) = 0.1705,0.9915,0.02,Success
bacon7_T-4_N0.01_S44,T-4,bacon7,0.01,44,0.05846*n + T/(P*V) = 0.1707,0.9932,0.02,Success
bacon7_T-4_N0.01_S45,T-4,bacon7,0.01,45,0.05834*n + T/(P*V) = 0.1706,0.9926,0.02,Success
bacon7_T-4_N0.01_S46,T-4,bacon7,0.01,46,0.05634*n + T/(P*V) = 0.1679,0.9925,0.02,Success
bacon7_T-4_N0.01_S47,T-4,bacon7,0.01,47,0.05789*n + T/(P*V) = 0.1707,0.9898,0.02,Success
bacon7_T-4_N0.01_S48,T-4,bacon7,0.01,48,0.05985*n + T/(P*V) = 0.1728,0.9933,0.02,Success
bacon7_T-4_N0.01_S49,T-4,bacon7,0.01,49,0.0569*n + T/(P*V) = 0.1687,0.9898,0.02,Success
bacon7_T-4_N0.01_S50,T-4,bacon7,0.01,50,0.05772*n + T/(P*V) = 0.1701,0.9917,0.02,Success
bacon7_T-4_N0.01_S51,T-4,bacon7,0.01,51,0.05774*n + T/(P*V) = 0.1701,0.9917,0.02,Success
bacon3_T-4_N0.02_S42,T-4,bacon3,0.02,42,T = 0.06116 * (T**2*n) + 2.225,0.9311,0.03,Success
bacon3_T-4_N0.02_S43,T-4,bacon3,0.02,43,T = 0.06188 * (T**2*n) + 2.242,0.9346,0.03,Success
bacon3_T-4_N0.02_S44,T-4,bacon3,0.02,44,T = 0.07361 * (T**2) + 2.538,0.9327,0.03,Success
bacon3_T-4_N0.02_S45,T-4,bacon3,0.02,45,T = 0.07659 * (T**2) + 2.543,0.9283,0.03,Success
bacon3_T-4_N0.02_S46,T-4,bacon3,0.02,46,T = 0.075 * (T**2) + 2.507,0.9159,0.03,Success
bacon3_T-4_N0.02_S47,T-4,bacon3,0.02,47,T = 0.07328 * (T**2) + 2.665,0.9100,0.03,Success
bacon3_T-4_N0.02_S48,T-4,bacon3,0.02,48,T = 0.05978 * (T**2*n) + 2.345,0.9300,0.03,Success
bacon3_T-4_N0.02_S49,T-4,bacon3,0.02,49,T = 0.0611 * (T**2*n) + 2.233,0.9236,0.03,Success
bacon3_T-4_N0.02_S50,T-4,bacon3,0.02,50,T = 0.07673 * (T**2) + 2.529,0.9304,0.03,Success
bacon3_T-4_N0.02_S51,T-4,bacon3,0.02,51,T = 0.07546 * (T**2) + 2.547,0.9200,0.02,Success
bacon7_T-4_N0.02_S42,T-4,bacon7,0.02,42,0.05566*n + T/(P*V) = 0.1666,0.9862,0.02,Success
bacon7_T-4_N0.02_S43,T-4,bacon7,0.02,43,0.05743*n + T/(P*V) = 0.1703,0.9849,0.02,Success
bacon7_T-4_N0.02_S44,T-4,bacon7,0.02,44,0.05853*n + T/(P*V) = 0.1707,0.9866,0.02,Success
bacon7_T-4_N0.02_S45,T-4,bacon7,0.02,45,0.059*n + T/(P*V) = 0.1713,0.9862,0.02,Success
bacon7_T-4_N0.02_S46,T-4,bacon7,0.02,46,0.05607*n + T/(P*V) = 0.1673,0.9843,0.02,Success
bacon7_T-4_N0.02_S47,T-4,bacon7,0.02,47,0.05929*n + T/(P*V) = 0.1732,0.9780,0.02,Success
bacon7_T-4_N0.02_S48,T-4,bacon7,0.02,48,0.06167*n + T/(P*V) = 0.1753,0.9860,0.02,Success
bacon7_T-4_N0.02_S49,T-4,bacon7,0.02,49,0.0559*n + T/(P*V) = 0.1673,0.9773,0.02,Success
bacon7_T-4_N0.02_S50,T-4,bacon7,0.02,50,0.05766*n + T/(P*V) = 0.1702,0.9834,0.02,Success
bacon7_T-4_N0.02_S51,T-4,bacon7,0.02,51,0.05782*n + T/(P*V) = 0.1702,0.9828,0.02,Success
bacon3_T-4_N0.05_S42,T-4,bacon3,0.05,42,T = 0.06075 * (T**2*n) + 2.2,0.9204,0.03,Success
bacon3_T-4_N0.05_S43,T-4,bacon3,0.05,43,T = 0.06102 * (T**2*n) + 2.247,0.9291,0.03,Success
bacon3_T-4_N0.05_S44,T-4,bacon3,0.05,44,T = 0.05912 * (T**2*n) + 2.279,0.9255,0.03,Success
bacon3_T-4_N0.05_S45,T-4,bacon3,0.05,45,T = 0.07721 * (T**2) + 2.487,0.9202,0.03,Success
bacon3_T-4_N0.05_S46,T-4,bacon3,0.05,46,T = 0.07473 * (T**2) + 2.469,0.9071,0.03,Success
bacon3_T-4_N0.05_S47,T-4,bacon3,0.05,47,T = 0.07289 * (T**2) + 2.652,0.9020,0.02,Success
bacon3_T-4_N0.05_S48,T-4,bacon3,0.05,48,T = 0.05982 * (T**2*n) + 2.294,0.9209,0.03,Success
bacon3_T-4_N0.05_S49,T-4,bacon3,0.05,49,T = 0.06015 * (T**2*n) + 2.235,0.9108,0.03,Success
bacon3_T-4_N0.05_S50,T-4,bacon3,0.05,50,T = 0.07732 * (T**2) + 2.493,0.9256,0.03,Success
bacon3_T-4_N0.05_S51,T-4,bacon3,0.05,51,T = 0.07613 * (T**2) + 2.505,0.9113,0.03,Success
bacon7_T-4_N0.05_S42,T-4,bacon7,0.05,42,T*n/(P*V) = 0.1193,0.9393,0.01,Success
bacon7_T-4_N0.05_S43,T-4,bacon7,0.05,43,T*n/(P*V) = 0.1221,0.9498,0.01,Success
bacon7_T-4_N0.05_S44,T-4,bacon7,0.05,44,T*n/(P*V) = 0.1194,0.9472,0.01,Success
bacon7_T-4_N0.05_S45,T-4,bacon7,0.05,45,T*n/(P*V) = 0.118,0.9464,0.01,Success
bacon7_T-4_N0.05_S46,T-4,bacon7,0.05,46,T*n/(P*V) = 0.1193,0.9386,0.01,Success
bacon7_T-4_N0.05_S47,T-4,bacon7,0.05,47,T*n/(P*V) = 0.1224,0.9171,0.01,Success
bacon7_T-4_N0.05_S48,T-4,bacon7,0.05,48,T*n/(P*V) = 0.1183,0.9398,0.01,Success
bacon7_T-4_N0.05_S49,T-4,bacon7,0.05,49,T*n/(P*V) = 0.1215,0.9114,0.01,Success
bacon7_T-4_N0.05_S50,T-4,bacon7,0.05,50,T*n/(P*V) = 0.1215,0.9381,0.01,Success
bacon7_T-4_N0.05_S51,T-4,bacon7,0.05,51,T*n/(P*V) = 0.1207,0.9279,0.01,Success
bacon3_T-4_N0.1_S42,T-4,bacon3,0.1,42,Failed to find a simple closing relation.,0.0000,0.03,Failed
bacon3_T-4_N0.1_S43,T-4,bacon3,0.1,43,T = 0.05894 * (T**2*n) + 2.238,0.9100,0.03,Success
bacon3_T-4_N0.1_S44,T-4,bacon3,0.1,44,Failed to find a simple closing relation.,0.0000,0.03,Failed
bacon3_T-4_N0.1_S45,T-4,bacon3,0.1,45,Failed to find a simple closing relation.,0.0000,0.02,Failed
bacon3_T-4_N0.1_S46,T-4,bacon3,0.1,46,Failed to find a simple closing relation.,0.0000,0.03,Failed
bacon3_T-4_N0.1_S47,T-4,bacon3,0.1,47,Failed to find a simple closing relation.,0.0000,0.03,Failed
bacon3_T-4_N0.1_S48,T-4,bacon3,0.1,48,Failed to find a simple closing relation.,0.0000,0.03,Failed
bacon3_T-4_N0.1_S49,T-4,bacon3,0.1,49,Failed to find a simple closing relation.,0.0000,0.02,Failed
bacon3_T-4_N0.1_S50,T-4,bacon3,0.1,50,T = 0.07836 * (T**2) + 2.375,0.9044,0.02,Success
bacon3_T-4_N0.1_S51,T-4,bacon3,0.1,51,Failed to find a simple closing relation.,0.0000,0.03,Failed
bacon7_T-4_N0.1_S42,T-4,bacon7,0.1,42,No law found,0.0000,0.00,Failed
bacon7_T-4_N0.1_S43,T-4,bacon7,0.1,43,No law found,0.0000,0.00,Failed
bacon7_T-4_N0.1_S44,T-4,bacon7,0.1,44,No law found,0.0000,0.00,Failed
bacon7_T-4_N0.1_S45,T-4,bacon7,0.1,45,No law found,0.0000,0.00,Failed
bacon7_T-4_N0.1_S46,T-4,bacon7,0.1,46,No law found,0.0000,0.00,Failed
bacon7_T-4_N0.1_S47,T-4,bacon7,0.1,47,No law found,0.0000,0.00,Failed
bacon7_T-4_N0.1_S48,T-4,bacon7,0.1,48,No law found,0.0000,0.00,Failed
bacon7_T-4_N0.1_S49,T-4,bacon7,0.1,49,No law found,0.0000,0.00,Failed
bacon7_T-4_N0.1_S50,T-4,bacon7,0.1,50,No law found,0.0000,0.00,Failed
bacon7_T-4_N0.1_S51,T-4,bacon7,0.1,51,No law found,0.0000,0.00,Failed
bacon3_T-5_N0.0_S42,T-5,bacon3,0.0,42,P = 5.67e-08 * (T**4) + 0,1.0000,0.07,Success
bacon3_T-5_N0.0_S43,T-5,bacon3,0.0,43,P = 5.67e-08 * (T**4) + 0,1.0000,0.07,Success
bacon3_T-5_N0.0_S44,T-5,bacon3,0.0,44,P = 5.67e-08 * (T**4) + 0,1.0000,0.07,Success
bacon3_T-5_N0.0_S45,T-5,bacon3,0.0,45,P = 5.67e-08 * (T**4) + 0,1.0000,0.07,Success
bacon3_T-5_N0.0_S46,T-5,bacon3,0.0,46,P = 5.67e-08 * (T**4) + 0,1.0000,0.07,Success
bacon3_T-5_N0.0_S47,T-5,bacon3,0.0,47,P = 5.67e-08 * (T**4) + 0,1.0000,0.07,Success
bacon3_T-5_N0.0_S48,T-5,bacon3,0.0,48,P = 5.67e-08 * (T**4) + 0,1.0000,0.07,Success
bacon3_T-5_N0.0_S49,T-5,bacon3,0.0,49,P = 5.67e-08 * (T**4) + 0,1.0000,0.07,Success
bacon3_T-5_N0.0_S50,T-5,bacon3,0.0,50,P = 5.67e-08 * (T**4) + 0,1.0000,0.07,Success
bacon3_T-5_N0.0_S51,T-5,bacon3,0.0,51,P = 5.67e-08 * (T**4) + 0,1.0000,0.07,Success
bacon7_T-5_N0.0_S42,T-5,bacon7,0.0,42,P/(T*T³) = 5.67e-08,1.0000,0.01,Success
bacon7_T-5_N0.0_S43,T-5,bacon7,0.0,43,P/(T*T³) = 5.67e-08,1.0000,0.01,Success
bacon7_T-5_N0.0_S44,T-5,bacon7,0.0,44,P/(T*T³) = 5.67e-08,1.0000,0.01,Success
bacon7_T-5_N0.0_S45,T-5,bacon7,0.0,45,P/(T*T³) = 5.67e-08,1.0000,0.01,Success
bacon7_T-5_N0.0_S46,T-5,bacon7,0.0,46,P/(T*T³) = 5.67e-08,1.0000,0.01,Success
bacon7_T-5_N0.0_S47,T-5,bacon7,0.0,47,P/(T*T³) = 5.67e-08,1.0000,0.01,Success
bacon7_T-5_N0.0_S48,T-5,bacon7,0.0,48,P/(T*T³) = 5.67e-08,1.0000,0.01,Success
bacon7_T-5_N0.0_S49,T-5,bacon7,0.0,49,P/(T*T³) = 5.67e-08,1.0000,0.01,Success
bacon7_T-5_N0.0_S50,T-5,bacon7,0.0,50,P/(T*T³) = 5.67e-08,1.0000,0.01,Success
bacon7_T-5_N0.0_S51,T-5,bacon7,0.0,51,P/(T*T³) = 5.67e-08,1.0000,0.01,Success
bacon3_T-5_N0.01_S42,T-5,bacon3,0.01,42,P = 5.689e-08 * (T**4) - 5.2,0.9985,0.05,Success
bacon3_T-5_N0.01_S43,T-5,bacon3,0.01,43,P = 5.68e-08 * (T**4) - 1.239,0.9985,0.04,Success
bacon3_T-5_N0.01_S44,T-5,bacon3,0.01,44,P = 5.672e-08 * (T**4) + 3.159,0.9987,0.04,Success
bacon3_T-5_N0.01_S45,T-5,bacon3,0.01,45,P = 5.671e-08 * (T**4) - 0.7723,0.9985,0.04,Success
bacon3_T-5_N0.01_S46,T-5,bacon3,0.01,46,P = 5.667e-08 * (T**4) + 0.2395,0.9985,0.04,Success
bacon3_T-5_N0.01_S47,T-5,bacon3,0.01,47,P = 5.68e-08 * (T**4) - 5.577,0.9989,0.04,Success
bacon3_T-5_N0.01_S48,T-5,bacon3,0.01,48,P = 5.669e-08 * (T**4) + 2.165,0.9989,0.04,Success
bacon3_T-5_N0.01_S49,T-5,bacon3,0.01,49,P = 5.675e-08 * (T**4) + 2.221,0.9987,0.04,Success
bacon3_T-5_N0.01_S50,T-5,bacon3,0.01,50,P = 5.658e-08 * (T**4) + 3.061,0.9987,0.04,Success
bacon3_T-5_N0.01_S51,T-5,bacon3,0.01,51,P = 5.634e-08 * (T**4) + 6.045,0.9987,0.04,Success
bacon7_T-5_N0.01_S42,T-5,bacon7,0.01,42,No law found,0.0000,0.00,Failed
bacon7_T-5_N0.01_S43,T-5,bacon7,0.01,43,No law found,0.0000,0.00,Failed
bacon7_T-5_N0.01_S44,T-5,bacon7,0.01,44,No law found,0.0000,0.00,Failed
bacon7_T-5_N0.01_S45,T-5,bacon7,0.01,45,No law found,0.0000,0.00,Failed
bacon7_T-5_N0.01_S46,T-5,bacon7,0.01,46,No law found,0.0000,0.00,Failed
bacon7_T-5_N0.01_S47,T-5,bacon7,0.01,47,No law found,0.0000,0.00,Failed
bacon7_T-5_N0.01_S48,T-5,bacon7,0.01,48,No law found,0.0000,0.00,Failed
bacon7_T-5_N0.01_S49,T-5,bacon7,0.01,49,No law found,0.0000,0.00,Failed
bacon7_T-5_N0.01_S50,T-5,bacon7,0.01,50,No law found,0.0000,0.00,Failed
bacon7_T-5_N0.01_S51,T-5,bacon7,0.01,51,No law found,0.0000,0.00,Failed
bacon3_T-5_N0.02_S42,T-5,bacon3,0.02,42,P = 0.002106 * (P*T) + 107.6,0.9894,0.03,Success
bacon3_T-5_N0.02_S43,T-5,bacon3,0.02,43,P = 0.002083 * (P*T) + 118.7,0.9891,0.02,Success
bacon3_T-5_N0.02_S44,T-5,bacon3,0.02,44,P = 0.00209 * (P*T) + 118.2,0.9898,0.03,Success
bacon3_T-5_N0.02_S45,T-5,bacon3,0.02,45,P = 0.002077 * (P*T) + 119.3,0.9883,0.02,Success
bacon3_T-5_N0.02_S46,T-5,bacon3,0.02,46,P = 0.002101 * (P*T) + 109.9,0.9888,0.03,Success
bacon3_T-5_N0.02_S47,T-5,bacon3,0.02,47,P = 0.002072 * (P*T) + 113.9,0.9905,0.02,Success
bacon3_T-5_N0.02_S48,T-5,bacon3,0.02,48,P = 5.669e-08 * (T**4) + 4.33,0.9955,0.04,Success
bacon3_T-5_N0.02_S49,T-5,bacon3,0.02,49,P = 0.002082 * (P*T) + 118.3,0.9890,0.03,Success
bacon3_T-5_N0.02_S50,T-5,bacon3,0.02,50,P = 0.002073 * (P*T) + 123.6,0.9903,0.03,Success
bacon3_T-5_N0.02_S51,T-5,bacon3,0.02,51,P = 0.002089 * (P*T) + 119.6,0.9900,0.04,Success
bacon7_T-5_N0.02_S42,T-5,bacon7,0.02,42,No law found,0.0000,0.00,Failed
bacon7_T-5_N0.02_S43,T-5,bacon7,0.02,43,No law found,0.0000,0.00,Failed
bacon7_T-5_N0.02_S44,T-5,bacon7,0.02,44,No law found,0.0000,0.00,Failed
bacon7_T-5_N0.02_S45,T-5,bacon7,0.02,45,No law found,0.0000,0.00,Failed
bacon7_T-5_N0.02_S46,T-5,bacon7,0.02,46,No law found,0.0000,0.00,Failed
bacon7_T-5_N0.02_S47,T-5,bacon7,0.02,47,No law found,0.0000,0.01,Failed
bacon7_T-5_N0.02_S48,T-5,bacon7,0.02,48,No law found,0.0000,0.00,Failed
bacon7_T-5_N0.02_S49,T-5,bacon7,0.02,49,No law found,0.0000,0.00,Failed
bacon7_T-5_N0.02_S50,T-5,bacon7,0.02,50,No law found,0.0000,0.00,Failed
bacon7_T-5_N0.02_S51,T-5,bacon7,0.02,51,No law found,0.0000,0.00,Failed
bacon3_T-5_N0.05_S42,T-5,bacon3,0.05,42,P = 0.002123 * (P*T) + 96.47,0.9834,0.01,Success
bacon3_T-5_N0.05_S43,T-5,bacon3,0.05,43,P = 0.002095 * (P*T) + 113,0.9825,0.01,Success
bacon3_T-5_N0.05_S44,T-5,bacon3,0.05,44,P = 0.002099 * (P*T) + 118.5,0.9846,0.01,Success
bacon3_T-5_N0.05_S45,T-5,bacon3,0.05,45,P = 0.002093 * (P*T) + 111.4,0.9810,0.01,Success
bacon3_T-5_N0.05_S46,T-5,bacon3,0.05,46,P = 0.002114 * (P*T) + 106.4,0.9834,0.01,Success
bacon3_T-5_N0.05_S47,T-5,bacon3,0.05,47,P = 0.002088 * (P*T) + 102.5,0.9861,0.01,Success
bacon3_T-5_N0.05_S48,T-5,bacon3,0.05,48,P = 0.002059 * (P*T) + 127.9,0.9875,0.01,Success
bacon3_T-5_N0.05_S49,T-5,bacon3,0.05,49,P = 0.002091 * (P*T) + 117.3,0.9840,0.01,Success
bacon3_T-5_N0.05_S50,T-5,bacon3,0.05,50,P = 0.002076 * (P*T) + 125.9,0.9859,0.01,Success
bacon3_T-5_N0.05_S51,T-5,bacon3,0.05,51,P = 0.002091 * (P*T) + 123.8,0.9862,0.02,Success
bacon7_T-5_N0.05_S42,T-5,bacon7,0.05,42,No law found,0.0000,0.00,Failed
bacon7_T-5_N0.05_S43,T-5,bacon7,0.05,43,No law found,0.0000,0.00,Failed
bacon7_T-5_N0.05_S44,T-5,bacon7,0.05,44,No law found,0.0000,0.01,Failed
bacon7_T-5_N0.05_S45,T-5,bacon7,0.05,45,No law found,0.0000,0.00,Failed
bacon7_T-5_N0.05_S46,T-5,bacon7,0.05,46,No law found,0.0000,0.00,Failed
bacon7_T-5_N0.05_S47,T-5,bacon7,0.05,47,No law found,0.0000,0.00,Failed
bacon7_T-5_N0.05_S48,T-5,bacon7,0.05,48,No law found,0.0000,0.00,Failed
bacon7_T-5_N0.05_S49,T-5,bacon7,0.05,49,No law found,0.0000,0.00,Failed
bacon7_T-5_N0.05_S50,T-5,bacon7,0.05,50,No law found,0.0000,0.00,Failed
bacon7_T-5_N0.05_S51,T-5,bacon7,0.05,51,No law found,0.0000,0.01,Failed
bacon3_T-5_N0.1_S42,T-5,bacon3,0.1,42,P = 0.002169 * (P*T) + 71.83,0.9669,0.01,Success
bacon3_T-5_N0.1_S43,T-5,bacon3,0.1,43,P = 0.002135 * (P*T) + 96.52,0.9633,0.00,Success
bacon3_T-5_N0.1_S44,T-5,bacon3,0.1,44,P = 0.002132 * (P*T) + 111.8,0.9683,0.00,Success
bacon3_T-5_N0.1_S45,T-5,bacon3,0.1,45,P = 0.002139 * (P*T) + 90.67,0.9604,0.00,Success
bacon3_T-5_N0.1_S46,T-5,bacon3,0.1,46,P = 0.002156 * (P*T) + 93.98,0.9665,0.00,Success
bacon3_T-5_N0.1_S47,T-5,bacon3,0.1,47,P = 0.002128 * (P*T) + 78.82,0.9729,0.00,Success
bacon3_T-5_N0.1_S48,T-5,bacon3,0.1,48,P = 0.002076 * (P*T) + 125.8,0.9762,0.02,Success
bacon3_T-5_N0.1_S49,T-5,bacon3,0.1,49,P = 0.002124 * (P*T) + 109,0.9691,0.01,Success
bacon3_T-5_N0.1_S50,T-5,bacon3,0.1,50,P = 0.0021 * (P*T) + 123,0.9703,0.01,Success
bacon3_T-5_N0.1_S51,T-5,bacon3,0.1,51,P = 0.002116 * (P*T) + 123.8,0.9719,0.01,Success
bacon7_T-5_N0.1_S42,T-5,bacon7,0.1,42,No law found,0.0000,0.00,Failed
bacon7_T-5_N0.1_S43,T-5,bacon7,0.1,43,No law found,0.0000,0.00,Failed
bacon7_T-5_N0.1_S44,T-5,bacon7,0.1,44,No law found,0.0000,0.00,Failed
bacon7_T-5_N0.1_S45,T-5,bacon7,0.1,45,No law found,0.0000,0.00,Failed
bacon7_T-5_N0.1_S46,T-5,bacon7,0.1,46,No law found,0.0000,0.00,Failed
bacon7_T-5_N0.1_S47,T-5,bacon7,0.1,47,No law found,0.0000,0.00,Failed
bacon7_T-5_N0.1_S48,T-5,bacon7,0.1,48,No law found,0.0000,0.01,Failed
bacon7_T-5_N0.1_S49,T-5,bacon7,0.1,49,No law found,0.0000,0.01,Failed
bacon7_T-5_N0.1_S50,T-5,bacon7,0.1,50,No law found,0.0000,0.01,Failed
bacon7_T-5_N0.1_S51,T-5,bacon7,0.1,51,No law found,0.0000,0.01,Failed
